provincial,tie_line,total,new_energy,hydraulic,non_market,rem_power,TEMP,open_price,is_workday,day_0,day_1,day_2,day_3,day_4,day_5,day_6,month_1,month_2,month_3,month_4,month_5,quarter_1,quarter_2,season_1,season_2,log_price
15157,1400.0,15576.62,1183.99,2572.63,3357.57,12800.38,-6.67,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.327936783729195
15207,1400.0,15522.21,1121.68,2580.53,3343.63,12904.79,-7.22,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.363028103540465
15206,1400.0,15467.36,1064.13,2583.23,3330.14,12958.64,-7.78,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.363028103540465
15163,2200.0,15413.1,1009.37,2583.73,3313.45,13769.9,-8.33,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.396929655216146
15129,2950.0,15350.85,943.12,2597.73,3304.14,14538.15,-8.89,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.476972362889683
15017,3364.0,15303.1,882.27,2610.83,3289.57,14887.9,-9.17,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14922,3578.0,15256.28,832.45,2613.83,3273.7,15053.72,-9.44,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14885,3794.0,15211.74,784.81,2616.93,3257.9,15277.26,-9.72,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14797,4006.0,15161.81,733.98,2617.83,3245.95,15451.19,-10.0,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.396929655216146
14645,4004.0,15100.8,700.57,2590.23,3228.79,15358.2,-10.28,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14617,4004.0,15067.33,672.6,2584.73,3216.94,15363.67,-10.56,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.396929655216146
14461,4002.0,15020.26,638.33,2571.93,3200.95,15252.74,-10.83,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.396929655216146
14325,4304.0,14853.85,614.42,2539.43,3157.08,15475.15,-11.11,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.253828811575473
14142,4476.0,14871.93,601.1,2570.83,3143.64,15446.07,-11.39,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
14003,4648.0,14762.52,587.39,2475.13,3128.89,15588.48,-11.67,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13826,4722.0,14716.56,573.13,2443.43,3112.52,15531.44,-11.94,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13677,4974.0,14565.95,556.52,2329.43,3097.41,15765.05,-12.22,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.214608098422191
13769,4974.0,14557.36,539.73,2337.63,3083.29,15865.64,-12.41,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13654,4974.0,14542.23,531.1,2331.13,3068.87,15765.77,-12.59,756.4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13568,4974.0,14388.23,531.1,2177.13,3068.27,15833.77,-12.78,777.9066666666665,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13390,1990.0,14639.03,445.95,2075.08,2133.25,12858.97,-12.96,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13243,1990.0,14437.99,443.61,1876.38,1926.03,12913.009999999998,-13.15,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.173786103901937
13154,1990.0,14476.32,441.64,1916.68,1957.83,12785.68,-13.33,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13112,1990.0,14420.59,441.21,1861.38,1904.98,12799.41,-13.52,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13085,1928.0,14413.34,436.36,1858.98,1896.89,12717.66,-13.7,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13248,1928.0,14417.75,435.67,1864.08,1893.37,12876.25,-13.89,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.173786103901937
13155,1928.0,14414.8,436.12,1860.68,1883.01,12786.2,-14.07,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13199,1828.0,14466.6,436.72,1911.88,1929.07,12678.4,-14.26,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13183,1860.0,14559.13,434.45,2006.68,2018.95,12601.87,-14.44,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13113,1860.0,14559.95,434.07,2007.88,2014.0,12531.05,-14.54,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13143,1860.0,14566.81,439.83,2008.98,2011.34,12554.19,-14.63,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13151,1860.0,14575.35,447.27,2010.08,2008.31,12553.65,-14.72,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13112,1862.0,14594.63,448.25,2028.38,2004.31,12497.37,-14.81,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13135,1862.0,14616.27,448.49,2049.78,2002.81,12498.73,-14.91,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.0867747269123065
13105,1862.0,14635.93,449.25,2068.68,1999.21,12449.07,-15.0,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13059,1862.0,14669.27,453.49,2097.78,1996.21,12369.73,-15.09,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13116,1916.0,14681.71,460.53,2103.18,1994.99,12468.29,-15.19,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.0867747269123065
13054,1916.0,14688.82,468.34,2102.48,1992.49,12399.18,-15.28,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13116,1916.0,14700.08,477.4,2104.68,1992.83,12449.92,-15.37,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.063785208687608
13163,1916.0,14808.01,483.73,2206.28,1993.26,12388.99,-15.46,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13096,1866.0,14808.44,488.06,2202.38,1988.57,12271.56,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
12975,1866.0,14811.86,493.18,2200.68,1984.28,12147.14,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
12969,1866.0,14830.38,499.6,2202.78,1985.44,12132.62,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
12991,1866.0,14838.11,504.43,2205.68,1987.83,12146.89,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13082,1854.0,14893.86,511.38,2254.48,1990.72,12170.14,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.214608098422191
13246,1854.0,14944.37,518.19,2298.18,1997.7,12283.63,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.309918278226516
13353,1854.0,14990.38,522.3,2340.08,2004.52,12344.62,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
13447,1754.0,15135.39,537.01,2370.38,2008.46,12293.61,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
13255,1668.0,15204.49,542.91,2423.58,1996.62,11956.51,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
13278,1668.0,15210.65,546.27,2426.38,1998.24,11973.35,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
13343,1668.0,15227.62,551.24,2438.38,1999.68,12021.38,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
13421,1668.0,13675.16,558.28,2468.88,2007.02,12061.84,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
13539,1670.0,13756.15,591.57,2516.58,2007.67,12100.85,-15.56,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
13763,1670.0,13827.56,648.38,2531.18,2026.0,12253.44,-14.77,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
13923,1670.0,13969.47,775.19,2546.28,2056.65,12271.53,-13.98,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14181,2486.0,14231.75,1021.57,2562.18,2095.85,13083.25,-13.19,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14397,776.0,14624.4,1440.82,2575.58,2170.15,11156.6,-12.41,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14842,782.0,15216.65,2069.57,2539.08,2220.31,11015.35,-11.62,789.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14967,782.0,15923.43,2801.85,2513.58,2301.52,10433.57,-10.83,788.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.309918278226516
15197,682.0,16433.99,3551.31,2439.68,2387.5,9888.01,-10.05,790.2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.309918278226516
15182,2308.0,16797.07,4261.59,2277.48,2438.87,10950.93,-9.26,787.2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.327936783729195
15271,2308.0,17423.83,4926.25,2239.58,2526.96,10413.17,-8.47,785.2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
15245,2208.0,17753.56,5502.28,2058.28,2563.15,9892.44,-7.69,785.2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.396929655216146
15264,2106.0,18234.52,6004.14,2037.38,2614.81,9328.48,-6.9,786.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.309918278226516
15234,1654.0,18598.52,6442.54,1962.98,2657.65,8482.48,-6.11,786.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.040254711277414
15414,1650.0,18931.16,6818.18,1919.98,2697.19,8325.84,-5.69,784.6,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.966146739123692
15408,1650.0,19244.09,7145.81,1905.28,2732.41,8006.909999999999,-5.28,762.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.940171252720432
15316,1650.0,19474.64,7435.06,1846.58,2761.38,7684.359999999999,-4.86,762.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.857933154483459
15123,2054.0,19720.82,7699.74,1828.08,2791.4,7649.18,-4.44,762.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.768320995793772
15008,2054.0,19961.75,7945.27,1823.48,2833.57,7293.25,-4.03,762.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.736572297479192
14933,2054.0,20172.67,8169.69,1809.98,2865.94,7007.330000000003,-3.61,762.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.703782474656201
14737,2054.0,20355.78,8383.4,1779.38,2902.15,6628.22,-3.19,762.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.703782474656201
14689,766.0,20539.12,8573.24,1772.88,2953.61,5108.88,-2.78,762.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.19295685089021
14663,766.0,20693.56,8760.08,1740.48,2981.71,4928.440000000001,-2.36,762.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.247024072160486
14629,766.0,20871.58,8942.6,1735.98,3038.43,4716.42,-1.94,762.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.197756425593423
14542,770.0,21133.9,9120.42,1730.48,3088.12,4461.1,-1.53,766.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.197756425593423
14562,778.0,21293.87,9221.39,1729.48,3140.38,4389.130000000001,-1.11,771.2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.265484209452796
14616,782.0,21455.44,9322.26,1730.18,3195.61,4345.56,-0.93,781.8,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,4.318281132347091
14564,782.0,21524.62,9393.84,1727.78,3243.27,4224.38,-0.74,769.2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.265484209452796
14591,782.0,21604.93,9469.65,1732.28,3291.31,4171.0700000000015,-0.56,765.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.197756425593423
14605,782.0,21528.6,9392.32,1733.28,3319.66,4261.4000000000015,-0.37,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.265484209452796
14676,782.0,21428.32,9283.34,1741.98,3340.98,4432.68,-0.19,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.235755557094658
14735,782.0,21333.22,9178.94,1751.28,3347.46,4586.78,0.0,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.359252528377224
14761,782.0,21151.18,8976.5,1761.68,3343.76,4804.82,0.19,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.377026878218282
14780,1964.0,20923.5,8635.12,1770.38,3318.55,6338.499999999999,0.37,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.738853564377787
14851,1964.0,20632.92,8218.24,1896.68,3318.68,6700.08,0.56,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.736572297479192
14935,1954.0,20114.24,7669.16,1917.08,3289.21,7302.76,0.74,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.857933154483459
15012,1620.0,19726.51,7078.73,2019.78,3250.51,7533.4900000000025,0.93,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.768320995793772
14695,2034.0,19067.88,6348.3,2061.58,3151.13,8319.12,1.11,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.768320995793772
14716,1102.0,18400.46,5513.88,2228.58,3063.18,8075.539999999999,0.69,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.857933154483459
14837,1102.0,17682.3,4775.12,2249.18,2960.82,8914.7,0.28,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5.991464547107982
14885,1202.0,17210.63,4242.45,2300.18,2899.02,9544.37,-0.14,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
14954,1244.0,16861.65,3804.67,2388.98,2835.78,10004.35,-0.56,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.309918278226516
14983,1344.0,16650.75,3512.47,2470.28,2780.52,10344.25,-0.97,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.327936783729195
15202,1444.0,16483.05,3298.47,2516.58,2737.25,10830.95,-1.39,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.396929655216146
15271,1444.0,16315.19,3117.11,2530.08,2688.81,11067.81,-1.81,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.396929655216146
15171,1400.0,16210.94,2990.76,2552.18,2639.63,11028.06,-2.22,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.396929655216146
15238,1400.0,16103.61,2875.53,2560.08,2605.08,11202.39,-2.64,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
15260,1400.0,16004.74,2773.96,2562.78,2568.11,11323.26,-3.06,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.396929655216146
15205,2200.0,15890.26,2658.98,2563.28,2530.38,12182.74,-3.47,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
15162,2950.0,15766.21,2530.93,2577.28,2512.09,13003.79,-3.89,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
15064,3364.0,15680.7,2432.32,2590.38,2479.94,13405.3,-4.31,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14969,3578.0,15583.3,2331.92,2593.38,2445.13,13621.7,-4.72,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14933,3794.0,15496.93,2242.45,2596.48,2408.94,13888.07,-5.14,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14855,4006.0,15431.54,2176.16,2597.38,2385.78,14087.46,-5.56,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14716,4004.0,15350.32,2122.54,2569.78,2376.0,14027.679999999995,-5.97,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14653,4004.0,15321.92,2099.64,2564.28,2386.82,13993.08,-6.39,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14536,4002.0,15293.49,2084.01,2551.48,2405.71,13902.509999999998,-6.81,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.476972362889683
14373,4304.0,15133.8,2066.82,2518.98,2408.88,14091.2,-7.22,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.214608098422191
14195,4476.0,15160.65,2062.27,2550.38,2399.91,14058.35,-7.64,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.214608098422191
14069,4648.0,15050.35,2047.67,2454.68,2381.14,14214.65,-8.06,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.173786103901937
13804,4722.0,15003.85,2032.87,2422.98,2358.91,14070.15,-8.47,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.173786103901937
13620,4974.0,14859.06,2022.08,2308.98,2347.4,14262.94,-8.89,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.214608098422191
13762,4974.0,14862.25,2017.07,2317.18,2358.85,14401.75,-9.21,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.214608098422191
13724,4974.0,14851.13,2012.45,2310.68,2360.03,14374.87,-9.54,756.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.1092475827643655
13573,4974.0,14697.13,2012.45,2156.68,2356.93,14377.87,-9.86,777.9066666666665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,6.063785208687608
13403,6298.0,15033.45,2368.96,2061.49,3600.09,15270.55,-10.19,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
13285,6298.0,14782.27,2316.48,1862.79,3399.03,15403.73,-10.51,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.040254711277414
13221,6298.0,14774.22,2268.13,1903.09,3435.41,15347.78,-10.83,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
13124,6298.0,14673.65,2222.86,1847.79,3386.25,15351.35,-11.16,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.040254711277414
13094,6236.0,14641.31,2192.92,1845.39,3380.34,15291.69,-11.48,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.040254711277414
13224,6236.0,14627.73,2174.24,1850.49,3378.0,15435.27,-11.81,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.063785208687608
13189,6236.0,14607.73,2157.64,1847.09,3370.71,15420.27,-12.13,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.063785208687608
13233,6136.0,14653.85,2152.56,1898.29,3418.61,15318.15,-12.45,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.040254711277414
13206,6168.0,14766.22,2170.13,1993.09,3511.74,15210.78,-12.78,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.040254711277414
13144,6168.0,14770.34,2173.05,1994.29,3510.68,15144.66,-12.45,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
13122,6168.0,14801.31,2202.92,1995.39,3511.58,15091.69,-12.13,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
13135,6168.0,14849.5,2250.01,1996.49,3512.06,15056.5,-11.81,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.966146739123692
13086,6168.0,14900.58,2282.79,2014.79,3510.05,14956.42,-11.48,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
13098,6168.0,14962.69,2323.5,2036.19,3511.42,14906.31,-11.16,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
13110,6168.0,15028.22,2370.13,2055.09,3511.01,14852.78,-10.83,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
13108,6168.0,15116.47,2429.28,2084.19,3512.07,14762.53,-10.51,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
13072,6220.0,15179.21,2486.62,2089.59,3516.77,14715.79,-10.19,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.966146739123692
13064,6220.0,15223.95,2532.06,2088.89,3519.9,14663.05,-9.86,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.966146739123692
13112,6220.0,15283.64,2589.55,2091.09,3526.89,14651.36,-9.54,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.940171252720432
13131,6220.0,15446.5,2650.81,2192.69,3534.69,14507.5,-9.21,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.940171252720432
13042,6172.0,15495.66,2703.87,2188.79,3535.04,14321.34,-8.89,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.926926025970411
12987,6172.0,15544.87,2754.78,2187.09,3535.33,14217.13,-9.35,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.886104031450156
13002,6172.0,15605.97,2803.78,2189.19,3541.52,14181.03,-9.81,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.886104031450156
13064,6172.0,15668.83,2863.74,2192.09,3548.44,14180.17,-10.28,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.91350300563827
13097,6158.0,15768.72,2914.83,2240.89,3555.85,14099.28,-10.74,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.886104031450156
13229,6528.0,15860.67,2963.08,2284.59,3567.51,14509.33,-11.2,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.940171252720432
13294,6958.0,15959.17,3019.68,2326.49,3579.9,14905.83,-11.67,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.940171252720432
13385,7388.0,16150.49,3080.7,2356.79,3589.25,15335.51,-12.13,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.966146739123692
13180,7732.0,16263.77,3130.78,2409.99,3582.23,15371.23,-12.59,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
13212,7732.0,16323.54,3187.75,2412.79,3588.9,15343.46,-13.06,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.016157159698354
13330,7732.0,16384.45,3236.66,2424.79,3595.9,15400.55,-13.52,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.040254711277414
13394,7732.0,15971.54,3293.25,2455.29,3605.17,15377.46,-13.98,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.040254711277414
13450,7714.0,16059.03,3333.04,2502.99,3599.84,15327.97,-14.44,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.1092475827643655
13668,7714.0,16139.14,3398.55,2517.59,3625.67,15465.86,-13.66,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.1092475827643655
13807,7714.0,16275.06,3519.37,2532.69,3663.87,15468.94,-12.87,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.214608098422191
14040,8996.0,16525.46,3753.87,2548.59,3712.36,16733.54,-12.08,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.363028103540465
14252,8190.0,16897.75,4152.76,2561.99,3788.62,15727.25,-11.3,777.9066666666665,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.309918278226516
14683,8708.0,17450.69,4742.2,2525.49,3848.54,16123.31,-10.51,789.4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.309918278226516
14827,8708.0,18116.95,5433.96,2499.99,3933.24,15601.05,-9.72,788.4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6.016157159698354
15035,8608.0,18741.45,6132.36,2426.09,4021.24,15084.55,-8.94,790.2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.940171252720432
15031,10646.0,19303.57,6956.68,2263.89,4064.7,16456.43,-8.15,787.2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.991464547107982
15127,11136.0,19851.42,7542.43,2225.99,4144.37,16494.58,-7.36,785.2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.966146739123692
15166,11034.0,20186.25,8058.56,2044.69,4168.9,16096.75,-6.57,785.2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.940171252720432
15164,10948.0,20607.18,8500.39,2023.79,4205.79,15587.82,-5.79,786.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.736572297479192
15110,10844.0,20885.42,8853.03,1949.39,4230.05,15151.58,-5.0,786.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5.768320995793772
